[2025-07-31T13:32:22.772+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-07-31T13:32:31.183+0000] {drift_monitoring.py:62} WARNING - File not found: s3://crypto-mlops-bucket/targets/date=2025-07-24/hour=16/target.parquet
[2025-07-31T13:32:31.206+0000] {drift_monitoring.py:62} WARNING - File not found: s3://crypto-mlops-bucket/predictions/date=2025-07-24/hour=15/prediction.parquet
[2025-07-31T13:32:31.236+0000] {drift_monitoring.py:62} WARNING - File not found: s3://crypto-mlops-bucket/targets/date=2025-07-24/hour=15/target.parquet
[2025-07-31T13:32:31.259+0000] {drift_monitoring.py:62} WARNING - File not found: s3://crypto-mlops-bucket/predictions/date=2025-07-24/hour=14/prediction.parquet
[2025-07-31T13:32:31.285+0000] {drift_monitoring.py:62} WARNING - File not found: s3://crypto-mlops-bucket/targets/date=2025-07-24/hour=14/target.parquet
[2025-07-31T13:32:31.286+0000] {drift_monitoring.py:118} WARNING - No data loaded for the past 7 days; skipping drift check
[2025-07-31T13:32:31.288+0000] {python.py:237} INFO - Done. Returned value was: None
[2025-07-31T13:32:31.290+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2025-07-31T13:32:31.340+0000] {taskinstance.py:1205} INFO - Marking task as SUCCESS. dag_id=drift_monitoring_dag, task_id=check_drift_and_trigger, execution_date=20250731T120000, start_date=20250731T133222, end_date=20250731T133231
[2025-07-31T13:32:31.440+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2025-07-31T13:32:31.481+0000] {taskinstance.py:3482} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2025-07-31T13:32:31.490+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
